cancion,artista,fecha_lanzamiento,rank_global,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,tiktok_posts,tiktok_views,shazam_counts,anio_lanzamiento
Hot (feat. Gunna),Young Thug,2019-08-16,"3,635",22.5,"387,820,994","84,975","16,825,587",64.0,"292,576,551","108,794","366,572,254","2,389,263",2019
Skibidi Toilet,Lil Big Stack,2023-06-18,"3,636",22.5,"8,388,731","1,929","194,015",55.0,"7,936,486","1,182,000","639,301,182","15,378",2023
moment,Vierre Cloud,2019-12-19,"3,628",22.5,"383,570,519","111,710","19,093,657",71.0,"25,031,987","96,178","332,001,686","914,081",2019
Heaven Takes You Home,Swedish House Mafia,2022-04-15,"3,649",22.5,"248,202,976","55,197","31,793,054",71.0,"59,788,261","11,712","36,131,031",,2022
Far Away (2020 Remaster),Nickelback,2020-10-02,"3,661",22.4,"378,296,524","1,941","494,700",61.0,,,,,2020
God Damn,Badshah,2024-03-18,"3,651",22.4,"34,233,316","1,547","5,202,586",70.0,"32,452,229",,,"66,159",2024
Razzi Bolja,Harjeet Deewana,2021-01-17,"3,664",22.4,"14,329,936","1,206","238,098",51.0,"651,601,460",189,"249,060","38,084",2021
"Tested, Approved & Trusted",Burna Boy,2023-08-23,"3,658",22.4,"42,115,225","15,081","3,685,016",61.0,"35,754,905",171,"12,150,553","972,640",2023
GALOPA,PEDRO SAMPAIO,2021-09-16,"3,667",22.4,"210,287,302","26,385","7,610,967",57.0,"312,406,682","352,725","1,043,956,869","302,042",2021
Reckless,Madison Beer,2021-06-04,"3,670",22.4,"504,851,489","57,183","22,431,648",66.0,"156,937,871","175,947","763,454,337","845,428",2021
Paint The Town Red,Doja Cat,2023-08-03,"3,678",22.4,"1,065,399,331","3,719","1,828,974",52.0,,,,,2023
BEST ON EARTH (feat. BIA) - Bonus,Russ,2019-10-18,"3,665",22.4,"236,121,136","50,891","7,553,724",60.0,"66,409,032","40,154","44,773,047","2,596,463",2019
Drunk (And I Don't Wanna Go Home),Elle King,2021-02-26,"3,676",22.4,"198,817,832","29,696","13,496,258",61.0,"72,494,045","28,163","88,185,708","1,594,014",2021
Overdrive,Post Malone,2023-07-14,"3,669",22.4,"130,236,751","27,992","6,772,366",63.0,"9,721,972","21,289","52,127,762","229,064",2023
Cuando Nadie Ve,Morat,2018-06-08,"3,673",22.4,"621,596,476","41,914","21,124,626",72.0,"761,391,767","127,773","84,607,917","1,406,798",2018
Freak (feat. REI AMI),Sub Urban,2020-03-13,"3,652",22.4,"193,103,080","47,712","8,225,689",62.0,"282,087,862","1,349,437","1,526,797,371","1,359,388",2020
Sugar Rush Ride,TOMORROW X TOGETHER,2023-01-27,"3,672",22.4,"178,523,233","14,560","6,470,472",67.0,"140,763,661","144,009","697,618,053","370,282",2023
Me Escapï¿,DobleP,2023-09-07,"3,654",22.4,"36,559,856","7,332","6,306,859",,"44,786,762","426,900","722,844,173","81,058",2023
Sakhiyaan,Maninder Buttar,2018-10-21,"3,668",22.4,"177,496,669","14,789","2,384,549",65.0,"776,438,148","1,109,656","339,486,868","433,239",2018
Without You (feat. Sandro Cavazza),Avicii,2017-08-10,"3,662",22.4,"1,074,175,360","135,290","29,277,394",73.0,"293,084,186","180,391","229,614,343","5,939,460",2017
Aynen,Heijan,2023-04-28,"3,663",22.4,"66,701,855","12,381","2,302,824",57.0,"132,663,199","59,853","52,142,540","241,463",2023
IDGAF,Dua Lipa,2017-06-02,"3,675",22.4,"1,583,012,380","108,894","36,019,109",71.0,"223,607,979","737,796","135,618,240","6,705,604",2017
Maniac,Conan Gray,2019-10-25,"3,653",22.4,"845,222,205","109,624","33,327,204",71.0,"108,306,968","196,948","316,355,255","1,531,126",2019
Love Me Harder,Ariana Grande,2014-01-01,"3,655",22.4,"917,284,463","80,957","31,639,571",73.0,"930,161,541","18,522","18,428,812","5,880,498",2014
Si Supieras,Daddy Yankee,2019-06-28,"3,677",22.4,"306,404,848","33,666","10,575,144",63.0,"605,370,523","410,825","56,631,793","1,301,119",2019
Love Someone,Lukas Graham,2018-09-07,"3,674",22.4,"753,200,066","76,430","26,556,274",63.0,"277,222,671","260,432","192,443,386",,2018
Dance Alone,Sia,2024-02-07,"3,660",22.4,"25,180,079","3,020","15,579,341",3.0,"4,405,480",,,"206,471",2024
Suano,NTG,2024-03-24,"3,656",22.4,"15,333,864","1,439","35,368,637",71.0,"11,215,883","121,600",,"122,965",2024
Heart On Ice,Rod Wave,2019-05-31,"3,659",22.4,"320,136,804","70,340","8,592,699",62.0,"300,606,606","274,439","415,394,142","1,552,968",2019
POP/STARS,K/DA,2018-11-03,"3,650",22.4,"352,999,804","49,066","6,820,467",64.0,"688,305,700","2,636","22,307,459","768,827",2018
Ring (feat. Kehlani),Cardi B,2018-04-06,"3,671",22.4,"242,105,356","25,649","5,257,047",59.0,"327,705,174","129,582","38,979,215","1,550,411",2018
Potion (with Dua Lipa & Young Thug),Calvin Harris,2022-05-27,"3,657",22.4,"221,965,013","38,872","27,661,038",60.0,"51,083,768",569,"4,096,148","1,046,181",2022
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari Fernandez,2024-04-26,"3,666",22.4,"13,842,105",920,"16,028,156",71.0,"18,663,230",,,"10,827",2024
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-11,"3,679",22.4,"1,431,126,152","247,483","44,736,824",70.0,"850,533,301","201,008","222,945,510","142,030",2011
NEW MAGIC WAND,"Tyler, The Creator",2019-05-17,"3,703",22.3,"617,991,511","145,653","18,875,661",74.0,"100,752,374","98,442","661,984,472","1,512,216",2019
Taaron Ke Shehar,Neha Kakkar,2020-09-20,"3,686",22.3,"95,962,246","7,017","3,232,549",58.0,"663,681,127",,,"198,978",2020
Monster,LUM!X,2019-04-19,"3,704",22.3,"324,575,469","84,886","16,138,519",66.0,"84,490,948","2,636,838","4,875,609,910","3,588,080",2019
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,2024-03-28,"3,684",22.3,"35,185,414","3,730","5,697,401",68.0,"14,926,797",,,"143,569",2024
River (feat. Ed Sheeran),Eminem,2017-12-15,"3,691",22.3,"830,410,811","95,470","18,564,708",67.0,"288,374,900","91,490","33,671,145","4,748,281",2017
Churchill Downs (feat. Drake),Jack Harlow,2022-05-06,"3,690",22.3,"153,857,576","59,992","11,239,045",61.0,"77,159,004","11,005","72,804,876","577,230",2022
Wide Awake,Katy Perry,2012-01-01,"3,681",22.3,"447,997,798","47,976","35,749,050",73.0,"1,129,883,893","53,680","63,097,743","4,506,047",2012
Eyvah Neye Yarar,Semicenk,2023-12-15,"3,698",22.3,"27,235,294","2,618","767,611",,"74,511,800",,,"121,649",2023
Lush Life,Zara Larsson,2015-06-05,"3,687",22.3,"1,429,205,245","151,855","83,732,411",78.0,"156,015,402","1,213,204","323,351,717","9,877,808",2015
Kitty,Kenia OS,2024-04-23,"3,680",22.3,"23,061,213",703,"18,729,564",77.0,"18,869,254",,,"37,878",2024
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,2023-03-04,"3,693",22.3,"184,580,310","10,142","5,412,622",64.0,"169,388,630",,,"203,774",2023
Wildberry Lillet,Nina Chuba,2022-08-12,"3,694",22.3,"161,145,820","46,697","7,654,058",58.0,"62,678,908","121,215","409,238,375","647,249",2022
Amapiano,Asake,2023-05-23,"3,701",22.3,"68,990,989","21,556","4,941,800",63.0,"29,014,150","309,111","240,070,262","721,377",2023
Hola Seï¿½ï¿½o,GIMS,2019-04-25,"3,695",22.3,"208,249,257","42,423","5,969,962",58.0,"639,243,342","146,449","111,981,041","3,459,196",2019
M.A (Mejores Amigos),BM,2022-09-20,"3,697",22.3,"179,475,517","26,160","3,816,329",2.0,"162,785,261","95,000","32,565,249","401,773",2022
Take A Bite,beabadoobee,2024-05-09,"3,700",22.3,"18,634,348","2,529","28,016,380",78.0,"1,314,449",,,"31,394",2024
Dream Girl - Remix,Ir Sais,2019-12-06,"3,699",22.3,"289,196,126","56,563","16,313,578",64.0,"403,607,329","506,354","758,684,528","1,102,746",2019
Me Enamorï¿,Shakira,2017-01-01,"3,685",22.3,"388,986,035","32,035","11,367,243",61.0,"1,029,205,329","159,489","138,694,370","3,095,680",2017
Geri Dï¿½ï¿½nem,Semicenk,2023-05-05,"3,702",22.3,"111,150,894","11,465","6,557,932",67.0,"130,717,641","39,900","31,451,449","208,321",2023
Gimmie A Light,Ice Spice,2024-05-10,"3,692",22.3,"8,734,499","1,005","21,736,311",,"4,823,719",,,"39,843",2024
on the street (with J. Cole),j-hope,2023-03-03,"3,689",22.3,"183,683,364","21,804","15,669,021",63.0,"67,664,152","259,000","803,916,984","317,811",2023
LOST FOREVER,Travis Scott,2023-07-28,"3,683",22.3,"66,878,719","33,290","3,109,142",62.0,"2,866,171",661,"4,277,522","149,968",2023
Bad and Boujee (feat. Lil Uzi Vert),Migos,2016-10-28,"3,688",22.3,"936,450,891","1,317","319,309",40.0,"1,274,494,178",146,"223,131","521,405",2016
What Ifs (feat. Lauren Alaina),Kane Brown,2016-12-02,"3,696",22.3,"516,523,975","45,773","14,539,681",67.0,"407,784,529","82,745","10,506,569","1,925,032",2016
I Got Love,MiyaGi,2018-05-15,"3,682",22.3,"136,456,221",235,"30,808",,"1,075,000,461",,,,2018
SET ME FREE,TWICE,2023-03-10,"3,705",22.3,"117,186,345","11,752","4,854,730",62.0,"137,633,324","133,155","580,855,649","191,507",2023
Say Something,A Great Big World,2013-11-04,"3,714",22.2,"1,064,534,331","116,991","57,390,894",65.0,"113,298,251","79,873","339,277,915","12,937,536",2013
Cake By The Ocean - Cover,MUSIC LAB JPN,2023-05-12,"3,707",22.2,"1,617,307,191",,,,,,,,2023
Por Dentro,Rels B,2023-11-23,"3,709",22.2,"105,759,424","7,383","10,819,131",,"52,609,155",,,"114,185",2023
You Belong With Me,Taylor Swift,2008-01-01,"3,720",22.2,"643,828,366","87,942","27,210,610",66.0,"1,600,713,698","165,346","428,418,832","3,063,470",2008
"Sex, Drugs, Etc.",Beach Weather,2016-11-04,"3,731",22.2,"818,926,915","160,628","48,988,304",77.0,"85,879,643","124,365","478,999,463","3,388,780",2016
Tchuco Nela,MC Rogerinho,2022-04-08,"3,727",22.2,"154,127,881","14,889","8,354,745",72.0,"233,659,337","585,700","1,245,591,509","136,448",2022
Californication,Red Hot Chili Peppers,1999-06-08,"3,730",22.2,"1,405,353,677","276,377","115,315,508",79.0,"1,518,596,886","52,722","226,008,149",,1999
La Mordidita,Ricky Martin,2015-02-10,"3,706",22.2,"301,574,752","35,991","11,957,152",61.0,"1,379,939,508","260,012","236,524,309","3,635,979",2015
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2017-03-10,"3,722",22.2,"921,936,314","40,536","3,970,533",56.0,"495,192,316",,,"2,690,190",2017
One in a Million,Bebe Rexha,2023-08-04,"3,734",22.2,"109,868,838","17,147","65,679,098",70.0,"6,256,696","2,428","7,034,216","408,957",2023
Playing Games,Summer Walker,2019-08-23,"3,737",22.2,"177,369,022","26,786","5,711,358",58.0,"200,783,046","76,025","75,387,907","1,548,061",2019
Often,The Weeknd,2014-01-01,"3,728",22.2,"982,399,328","142,822","40,628,124",73.0,"578,225,770","60,212","191,313,816","2,317,956",2014
Balanï¿½ï¿½o da ,Matheus Fernandes,2022-02-24,"3,719",22.2,"237,867,475","19,268","14,221,320",61.0,"302,341,579",,,"151,448",2022
Better Things,aespa,2023-08-18,"3,738",22.2,"72,446,983","7,731","5,625,254",60.0,"100,786,648","29,345","325,517,526","106,424",2023
CCC - Remix,Michelle Maciel,2023-09-01,"3,715",22.2,"127,818,826","8,847","5,073,881",,"79,764,064",,,"229,633",2023
Carnival,Kanye West,2024-02-08,"3,711",22.2,"465,320,426",324,"228,188",,,,,,2024
Swag Se Swagat,Neha Bhasin,2017-12-12,"3,716",22.2,"22,317,486","4,244","2,598,110",50.0,"1,179,253,796","249,200","48,439,256","389,397",2017
SEVILLA,Thrife,2022-08-12,"3,725",22.2,"26,054,526","23,652","1,011,837",41.0,"1,500,755","1,585,725","769,574,589","298,281",2022
Chana Tera Shukriya,Tanveer Anjum,2023-07-15,"3,717",22.2,"9,015",4,95,6.0,,"1,200,000","55,049,957",212,2023
Caramelo - Remix,Leoo Remix,2020-10-01,"3,733",22.2,"144,767",82,"2,477",,"697,719,336",,,,2020
GHOST!,phonk.me,2022-12-02,"3,713",22.2,"127,080,399","24,672","15,850,206",67.0,"62,472,711",,,"311,493",2022
CUTE DEPRESSED,Dyan Dxddy,2024-02-02,"3,726",22.2,"54,477,192","3,729","21,277,335",77.0,"36,326,774",,"41,400,000","120,049",2024
Inolvidable,Ovy On The Drums,2020-01-15,"3,712",22.2,"256,133,319","38,487","8,731,809",65.0,"515,007,268","357,700","341,404,786","1,247,248",2020
Lioness,Swedish House Mafia,2024-06-07,"3,710",22.2,"2,480,498",776,"49,144,891",,"144,589",,,"13,506",2024
Zombie,Bad Wolves,2018-01-19,"3,718",22.2,"391,235,723","77,293","8,225,027",6.0,"133,338,318","104,019","193,481,131","5,361,011",2018
NI BIEN NI MAL,Bad Bunny,2018-12-23,"3,735",22.2,"461,199,840","57,617","14,966,162",61.0,"457,134,135","789,376","170,750,243","889,933",2018
MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-23,"3,721",22.2,"132,811,353","12,970","4,805,498",66.0,"53,670,834","516,300","163,703,206","212,091",2023
My Heart Goes (La Di Da),Becky Hill,2021-08-20,"3,736",22.2,"300,361,628","57,447","23,619,962",63.0,"73,752,014","3,082","11,785,929","1,988,562",2021
Candy Shop,50 Cent,2005-01-01,"3,732",22.2,"954,807,024","219,091","69,258,950",75.0,"1,230,174,677","313,458","950,938,614","6,300,407",2005
ONLY,LeeHi,2021-08-27,"3,724",22.2,"335,212,411","50,340","7,777,287",71.0,"154,369,917","411,400","1,513,137,827","959,210",2021
Avalon,$uicideboy$,2021-05-21,"3,723",22.2,"204,669,341","54,797","3,940,409",65.0,"49,001,959","17,568","49,284,460","288,456",2021
Puro Campeï¿½,Grupo Marca Registrada,2022-10-14,"3,708",22.2,"162,996,272","20,521","5,076,875",61.0,"137,834,966","265,100","72,517,463","338,327",2022
Esperï¿½ï¿½n,Manuel Turizo,2017-12-07,"3,729",22.2,"333,106,545","25,970","7,253,202",59.0,"982,437,656","81,315","37,754,097","1,055,124",2017
Gas Pedal,Sage The Gemini,2013-03-19,"3,751",22.1,"253,903,241","57,350","12,202,121",59.0,"25,539,550","101,759","136,052,679","2,408,827",2013
Landmines,Sum 41,2023-09-27,"3,748",22.1,"18,708,085","6,754","7,014,623",,"6,801,971",,"68,136","325,793",2023
Flowers,Miley Cyrus,2023-01-12,"3,752",22.1,"2,031,280,633",1,92,,,,,,2023
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,2023-04-28,"3,747",22.1,"54,611,633","19,814","4,852,560",61.0,"25,626,713","575,800","681,526,979",,2023
DANCE CRIP,Trueno,2021-11-17,"3,754",22.1,"265,253,887","50,642","5,259,227",61.0,"186,689,501","123,504","704,505,804",,2021
stellar,.diedlonely,2023-06-23,"3,742",22.1,"44,235,866","6,022","1,268,699",66.0,"5,698,615","919,217","1,776,006,642","363,177",2023
En Tu Perra Vida,Grupo Firme,2021-05-12,"3,740",22.1,"265,126,606","24,857","13,763,202",53.0,"336,327,870","35,300","92,652,072","801,181",2021
Malibu,Miley Cyrus,2017-05-11,"3,763",22.1,"810,044,838","87,422","33,951,824",68.0,"541,704,571","258,494","1,190,522,330","3,225,942",2017
Skin and Bones,David Kushner,2024-01-19,"3,744",22.1,"70,354,552","9,185","8,922,438",,"19,123,011",,"45,949,903",,2024
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2022-09-14,"3,746",22.1,"428,290,193","54,042","7,715,768",75.0,,,,"697,563",2022
Spinnin,Connor Price,2022-10-21,"3,741",22.1,"164,206,429","49,659","12,999,272",63.0,"12,484,960","25,200","182,197,234","776,674",2022
Baby Shark,Super Simple Songs,2017-03-24,"3,749",22.1,"53,980,875","4,005","631,145",55.0,"1,065,036,315",490,"386,999","21,831",2017
BARBIEZ,Fuerza Regida,2023-10-20,"3,759",22.1,"90,149,537","6,289","7,279,462",,"61,433,874","17,800","38,602,611","333,572",2023
Coladin,Zï¿½ï¿½ Vaqu,2022-10-27,"3,760",22.1,"68,110,254","5,563","9,739,787",62.0,"220,238,857","293,100","175,981,880","71,663",2022
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2019-02-04,"3,757",22.1,"84,890,640","8,746","5,016,334",59.0,"939,513,536","30,600","7,092,486","141,007",2019
Los Botones Azules,Junior H,2022-02-11,"3,758",22.1,"409,608,018","35,760","13,777,862",70.0,"144,073,017","121,400","274,609,855","522,412",2022
All By Myself,Alok,2022-10-07,"3,764",22.1,"153,478,699","23,576","35,626,223",68.0,"8,834,684",,,"1,187,709",2022
Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,2022-03-02,"3,762",22.1,"302,568",285,"25,137",7.0,,"2,957,617","2,026,344,214",,2022
Joli bï¿½ï¿,Naza,2020-09-11,"3,755",22.1,"131,677,140","35,653","2,205,297",57.0,"198,494,925","1,502,712","559,416,339","1,009,225",2020
Time of Our Lives,Pitbull,2014-11-17,"3,739",22.1,"1,283,683,926","203,125","103,528,914",79.0,"351,633,773","382,535","590,688,494","8,020,959",2014
Blood // Water,grandson,2017-10-27,"3,745",22.1,"658,966,178","132,079","18,302,636",68.0,"218,493,561","810,429","1,291,420,904",,2017
Famous Hoes,NLE Choppa,2019-12-10,"3,753",22.1,"126,680,278","37,176","2,555,897",54.0,"114,034,780","23,040","10,857,910","225,260",2019
AMOR PROPIO,Grupo Frontera,2023-10-19,"3,756",22.1,"59,582,290","3,988","5,490,306",,"72,157,125","58,300","102,839,961","181,211",2023
Wreckage,Pearl Jam,2024-04-17,"3,750",22.1,"6,247,901",887,"15,777,506",,"663,933",,,"83,381",2024
This Town,Niall Horan,2016-09-29,"3,743",22.1,"957,810,500","107,486","73,687,531",74.0,"174,370,096","309,815","159,860,013","5,142,901",2016
Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,2022-04-28,"3,761",22.1,"181,659,395","24,137","10,925,511",62.0,"50,640,948","7,766","87,012,707","1,366,573",2022
Lil Bit,Nelly,2020-10-23,"3,792",22.0,"250,828,412","40,989","10,401,884",61.0,"47,811,498","107,173","158,825,909","1,557,518",2020
Nenas,Anni K,2022-11-25,"3,790",22.0,"22,362",5,"22,387",10.0,"312,422,708",,,,2022
Rainy Days,V,2023-08-11,"3,776",22.0,"253,540,909","10,383","13,943,814",70.0,"67,113,019",866,"5,236,353","258,925",2023
Disaster,KSLV Noh,2021-06-21,"3,784",22.0,"258,379,092","72,424","23,939,335",65.0,"54,540,038","789,667","1,863,921,422","1,139,004",2021
Feelings,Sumit Goswami,2020-07-07,"3,773",22.0,"42,067,554","4,380","426,039",54.0,"698,286,046","78,400","7,829,359","125,809",2020
Trouble With A Heartbreak,Jason Aldean,2022-01-14,"3,770",22.0,"54,488,988","10,962","1,379,201",4.0,"29,552,269","12,866","14,048,502",,2022
Los Collares,Oscar Maydon,2022-09-30,"3,769",22.0,"332,741,927","23,892","9,122,511",72.0,"150,888,295","23,800","86,648,762","332,463",2022
BLAQ ON BLAQ (feat. Luciano),HoodBlaq,2024-05-30,"3,772",22.0,"8,033,479","1,347","7,618,938",70.0,"1,247,875",,,"11,608",2024
Memories (feat. Kid Cudi),Kid Cudi,2008-12-05,"3,778",22.0,"923,932,404","261,469","53,941,189",63.0,"589,202,937","818,905","1,972,131,587","8,619,668",2008
It's That Time,Marlon Hoffstadt,2023-04-21,"3,789",22.0,"29,365,536","28,087","18,522,511",62.0,"3,502,786","13,139","124,006,258","343,152",2023
Do Not Climb,Claps,2023-03-16,"3,780",22.0,"2,723",11,237,,"250,777,729",,,,2023
Mï¿½ï¿½lanine (feat. Were,Heuss L'enfoirï¿,2024-05-03,"3,786",22.0,"14,500,608","1,528","6,768,397",71.0,"7,766,177",,,"201,571",2024
Bakkal Amca,Kukuli,2021-05-10,"3,775",22.0,"5,755,295",850,"54,262",36.0,"565,493,630",702,"1,040,868","22,228",2021
Martes 13,Luis R Conriquez,2024-05-17,"3,768",22.0,"12,809,544",967,"11,244,203",,"7,124,556",,,"55,391",2024
Jom ka du me tï¿½ï¿,Dafina Zeqiri,2024-05-31,"3,791",22.0,"1,196,257",208,"567,656",57.0,"7,023,287",,,"7,750",2024
BellaBella,Vanco,2017-02-23,"3,783",22.0,"3,835",12,142,1.0,"1,438,604,417",,,,2017
Long Journey,Rod Wave,2023-09-15,"3,765",22.0,"26,215,354","6,248","524,752",,"16,885,737",,"63,529,208","172,649",2023
Die A Happy Man,Thomas Rhett,2015-01-01,"3,782",22.0,"622,198,235","53,548","22,066,757",66.0,"281,739,663","10,615","18,928,214","2,864,850",2015
Dah Dah DahDah,Nardo Wick,2022-07-22,"3,766",22.0,"142,262,820","53,038","20,272,136",63.0,"35,675,859","134,014","365,465,494",,2022
Cab In A Solo,Scotty McCreery,2023-08-18,"3,787",22.0,"11,614,161","2,375","2,311,705",55.0,"3,113,363",49,"1,218,414","311,403",2023
Sï¿½ï¿½,Anuel AA,2021-11-18,"3,771",22.0,"200,764,254","45,002","9,737,159",57.0,"217,898,959","21,898","28,799,405","447,896",2021
Bachke Bachke (feat. Yarah),Karan Aujla,2023-08-18,"3,779",22.0,"53,303,131","6,899","2,394,704",61.0,"78,846,057","47,600","24,708,801","88,579",2023
Fed Up,Ghostemane,2020-10-21,"3,785",22.0,"219,841,054","71,843","10,101,641",64.0,"128,686,770","942,400","1,206,875,855","1,998,537",2020
Slide,H.E.R.,2019-09-27,"3,781",22.0,"224,529,894","50,674","7,520,303",53.0,"268,061,194","37,352","112,923,227","2,404,340",2019
"Udd Jaa Kaale Kaava (From ""Gadar 2"")",Udit Narayan,2023-06-29,"3,774",22.0,"4,527,224",392,"329,325",,"179,686,266",,,"24,030",2023
Be The One,Eli Brown,2023-03-31,"3,777",22.0,"75,309,953","34,283","39,325,226",67.0,"9,963,983","4,789","22,133,936","330,883",2023
Top 10 staTues tHat CriEd bloOd,Bring Me The Horizon,2024-05-24,"3,788",22.0,"13,330,547","1,675","21,053,939",73.0,"35,472",,,"18,299",2024
This City,Sam Fischer,2018-01-19,"3,767",22.0,"633,467,655","74,321","32,015,799",63.0,"26,434,293","1,414,817","1,120,361,528","1,565,404",2018
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,2023-04-07,"3,801",21.9,"131,981,248","15,020","12,049,822",65.0,"127,960,114","27,489","33,156,781","99,846",2023
Last Time I Saw You,Nicki Minaj,2023-09-01,"3,818",21.9,"66,513,420","12,490","4,973,699",,"15,485,803","31,322","87,668,727","356,162",2023
Precision,Big Sean,2024-03-22,"3,795",21.9,"7,569,031","2,152","10,280,933",,"1,937,815",,,"123,954",2024
Did Me Wrong,A Boogie Wit da Hoodie,2023-09-08,"3,820",21.9,"32,916,107","13,096","12,843,743",,"10,840,662",30,"20,835","370,210",2023
Cry No More (feat. Tay Keith),Headie One,2024-04-19,"3,804",21.9,"13,712,090","3,148","14,042,635",,"3,889,395",,,"158,997",2024
